0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
60,95.9,90.4,74.6,60.6,37.7,12.3,11.6,3.5,1.54,1.47,0.827,1.15
120,170,150,112,83.8,44,13,11.8,3.61,1.7,1.18,1.05,1.1
180,278,260,212,171,89.9,21,13.1,2.53,1.26,1.28,1.25,1.3
240,304,292,242,205,125,17.8,10.2,1.15,0.477,0.415,0.386,-0.073
300,221,213,197,179,116,14.9,7.8,1.09,0.621,1.12,1.06,0.528
