time, out0, cell
0.0, 0.0, 1.0
1.0, 260.0, 1.0
2.0, 481.0, 1.0
3.0, 714.0, 1.0
4.0, 962.0, 1.0
5.0, 1212.0, 1.0
6.0, 1423.0, 1.0
7.0, 1648.0, 1.0
8.0, 1875.0, 1.0
9.0, 2105.0, 1.0
10.0, 2337.0, 1.0
11.0, 2546.0, 1.0
12.0, 2795.0, 1.0
13.0, 3029.0, 1.0
14.0, 3268.0, 1.0
15.0, 3514.0, 1.0
16.0, 3745.0, 1.0
17.0, 3969.0, 1.0
18.0, 4192.0, 1.0
19.0, 4411.0, 1.0
20.0, 4633.0, 1.0
21.0, 4842.0, 1.0
22.0, 5078.0, 1.0
23.0, 5291.0, 1.0
24.0, 5513.0, 1.0
25.0, 5752.0, 1.0
26.0, 5950.0, 1.0
27.0, 6157.0, 1.0
28.0, 6363.0, 1.0
29.0, 6578.0, 1.0
30.0, 6828.0, 1.0
31.0, 7026.0, 1.0
32.0, 7246.0, 1.0
33.0, 7444.0, 1.0
34.0, 7641.0, 1.0
35.0, 7832.0, 1.0
36.0, 8042.0, 1.0
37.0, 8274.0, 1.0
38.0, 8494.0, 1.0
39.0, 8680.0, 1.0
40.0, 8885.0, 1.0
41.0, 9063.0, 1.0
42.0, 9264.0, 1.0
43.0, 9476.0, 1.0
44.0, 9660.0, 1.0
45.0, 9846.0, 1.0
46.0, 10016.0, 1.0
47.0, 10186.0, 1.0
48.0, 10396.0, 1.0
49.0, 10566.0, 1.0
50.0, 10788.0, 1.0
51.0, 10976.0, 1.0
52.0, 11169.0, 1.0
53.0, 11384.0, 1.0
54.0, 11559.0, 1.0
55.0, 11742.0, 1.0
56.0, 11937.0, 1.0
57.0, 12130.0, 1.0
58.0, 12284.0, 1.0
59.0, 12453.0, 1.0
60.0, 12666.0, 1.0
61.0, 12886.0, 1.0
62.0, 13026.0, 1.0
63.0, 13199.0, 1.0
64.0, 13374.0, 1.0
65.0, 13567.0, 1.0
66.0, 13785.0, 1.0
67.0, 13974.0, 1.0
68.0, 14133.0, 1.0
69.0, 14321.0, 1.0
70.0, 14474.0, 1.0
71.0, 14664.0, 1.0
72.0, 14861.0, 1.0
73.0, 15002.0, 1.0
74.0, 15187.0, 1.0
75.0, 15337.0, 1.0
76.0, 15519.0, 1.0
77.0, 15689.0, 1.0
78.0, 15837.0, 1.0
79.0, 16014.0, 1.0
80.0, 16217.0, 1.0
81.0, 16381.0, 1.0
82.0, 16535.0, 1.0
83.0, 16687.0, 1.0
84.0, 16872.0, 1.0
85.0, 17053.0, 1.0
86.0, 17202.0, 1.0
87.0, 17378.0, 1.0
88.0, 17544.0, 1.0
89.0, 17739.0, 1.0
90.0, 17881.0, 1.0
91.0, 18060.0, 1.0
92.0, 18230.0, 1.0
93.0, 18379.0, 1.0
94.0, 18553.0, 1.0
95.0, 18727.0, 1.0
96.0, 18895.0, 1.0
97.0, 19029.0, 1.0
98.0, 19224.0, 1.0
99.0, 19385.0, 1.0
100.0, 19575.0, 1.0
101.0, 19741.0, 1.0
102.0, 19885.0, 1.0
103.0, 20012.0, 1.0
104.0, 20176.0, 1.0
105.0, 20322.0, 1.0
106.0, 20466.0, 1.0
107.0, 20613.0, 1.0
108.0, 20732.0, 1.0
109.0, 20866.0, 1.0
110.0, 21007.0, 1.0
111.0, 21122.0, 1.0
112.0, 21263.0, 1.0
113.0, 21415.0, 1.0
114.0, 21561.0, 1.0
115.0, 21707.0, 1.0
116.0, 21891.0, 1.0
117.0, 22034.0, 1.0
118.0, 22172.0, 1.0
119.0, 22302.0, 1.0
120.0, 22440.0, 1.0
121.0, 22562.0, 1.0
122.0, 22685.0, 1.0
123.0, 22794.0, 1.0
124.0, 22948.0, 1.0
125.0, 23076.0, 1.0
126.0, 23199.0, 1.0
127.0, 23326.0, 1.0
128.0, 23445.0, 1.0
129.0, 23603.0, 1.0
130.0, 23711.0, 1.0
131.0, 23848.0, 1.0
132.0, 23989.0, 1.0
133.0, 24168.0, 1.0
134.0, 24303.0, 1.0
135.0, 24423.0, 1.0
136.0, 24575.0, 1.0
137.0, 24703.0, 1.0
138.0, 24849.0, 1.0
139.0, 24967.0, 1.0
140.0, 25089.0, 1.0
141.0, 25222.0, 1.0
142.0, 25344.0, 1.0
143.0, 25458.0, 1.0
144.0, 25592.0, 1.0
145.0, 25757.0, 1.0
146.0, 25877.0, 1.0
147.0, 26009.0, 1.0
148.0, 26114.0, 1.0
149.0, 26235.0, 1.0
150.0, 26380.0, 1.0
151.0, 26524.0, 1.0
152.0, 26636.0, 1.0
153.0, 26764.0, 1.0
154.0, 26881.0, 1.0
155.0, 27001.0, 1.0
156.0, 27090.0, 1.0
157.0, 27188.0, 1.0
158.0, 27295.0, 1.0
159.0, 27427.0, 1.0
160.0, 27534.0, 1.0
161.0, 27671.0, 1.0
162.0, 27815.0, 1.0
163.0, 27939.0, 1.0
164.0, 28050.0, 1.0
165.0, 28215.0, 1.0
166.0, 28331.0, 1.0
167.0, 28445.0, 1.0
168.0, 28585.0, 1.0
169.0, 28713.0, 1.0
170.0, 28830.0, 1.0
171.0, 28954.0, 1.0
172.0, 29052.0, 1.0
173.0, 29157.0, 1.0
174.0, 29256.0, 1.0
175.0, 29362.0, 1.0
176.0, 29471.0, 1.0
177.0, 29607.0, 1.0
178.0, 29689.0, 1.0
179.0, 29780.0, 1.0
180.0, 29892.0, 1.0
181.0, 29978.0, 1.0
182.0, 30087.0, 1.0
183.0, 30243.0, 1.0
184.0, 30389.0, 1.0
185.0, 30475.0, 1.0
186.0, 30595.0, 1.0
187.0, 30672.0, 1.0
188.0, 30770.0, 1.0
189.0, 30891.0, 1.0
190.0, 30982.0, 1.0
191.0, 31105.0, 1.0
192.0, 31204.0, 1.0
193.0, 31327.0, 1.0
194.0, 31418.0, 1.0
195.0, 31552.0, 1.0
196.0, 31620.0, 1.0
197.0, 31715.0, 1.0
198.0, 31831.0, 1.0
199.0, 31950.0, 1.0
200.0, 32053.0, 1.0
201.0, 32173.0, 1.0
202.0, 32242.0, 1.0
203.0, 32370.0, 1.0
204.0, 32433.0, 1.0
205.0, 32555.0, 1.0
206.0, 32679.0, 1.0
207.0, 32768.0, 1.0
208.0, 32868.0, 1.0
209.0, 32972.0, 1.0
210.0, 33058.0, 1.0
211.0, 33176.0, 1.0
212.0, 33292.0, 1.0
213.0, 33416.0, 1.0
214.0, 33516.0, 1.0
215.0, 33585.0, 1.0
216.0, 33688.0, 1.0
217.0, 33782.0, 1.0
218.0, 33862.0, 1.0
219.0, 33955.0, 1.0
220.0, 34075.0, 1.0
221.0, 34160.0, 1.0
222.0, 34250.0, 1.0
223.0, 34348.0, 1.0
224.0, 34429.0, 1.0
225.0, 34545.0, 1.0
226.0, 34629.0, 1.0
227.0, 34734.0, 1.0
228.0, 34832.0, 1.0
229.0, 34924.0, 1.0
230.0, 35068.0, 1.0
231.0, 35134.0, 1.0
232.0, 35248.0, 1.0
233.0, 35321.0, 1.0
234.0, 35404.0, 1.0
235.0, 35488.0, 1.0
236.0, 35592.0, 1.0
237.0, 35662.0, 1.0
238.0, 35736.0, 1.0
239.0, 35788.0, 1.0
240.0, 35847.0, 1.0
241.0, 35932.0, 1.0
242.0, 36019.0, 1.0
243.0, 36085.0, 1.0
244.0, 36131.0, 1.0
245.0, 36250.0, 1.0
246.0, 36323.0, 1.0
247.0, 36390.0, 1.0
248.0, 36462.0, 1.0
249.0, 36547.0, 1.0
250.0, 36662.0, 1.0
251.0, 36733.0, 1.0
252.0, 36820.0, 1.0
253.0, 36911.0, 1.0
254.0, 37001.0, 1.0
255.0, 37060.0, 1.0
256.0, 37165.0, 1.0
257.0, 37251.0, 1.0
258.0, 37304.0, 1.0
259.0, 37349.0, 1.0
260.0, 37437.0, 1.0
261.0, 37519.0, 1.0
262.0, 37570.0, 1.0
263.0, 37671.0, 1.0
264.0, 37709.0, 1.0
265.0, 37779.0, 1.0
266.0, 37847.0, 1.0
267.0, 37923.0, 1.0
268.0, 37984.0, 1.0
269.0, 38082.0, 1.0
270.0, 38177.0, 1.0
271.0, 38255.0, 1.0
272.0, 38327.0, 1.0
273.0, 38421.0, 1.0
274.0, 38498.0, 1.0
275.0, 38517.0, 1.0
276.0, 38628.0, 1.0
277.0, 38683.0, 1.0
278.0, 38768.0, 1.0
279.0, 38823.0, 1.0
280.0, 38877.0, 1.0
281.0, 38921.0, 1.0
282.0, 38993.0, 1.0
283.0, 39063.0, 1.0
284.0, 39121.0, 1.0
285.0, 39151.0, 1.0
286.0, 39210.0, 1.0
287.0, 39264.0, 1.0
288.0, 39329.0, 1.0
289.0, 39378.0, 1.0
290.0, 39426.0, 1.0
291.0, 39504.0, 1.0
292.0, 39549.0, 1.0
293.0, 39631.0, 1.0
294.0, 39685.0, 1.0
295.0, 39748.0, 1.0
296.0, 39827.0, 1.0
297.0, 39869.0, 1.0
298.0, 39950.0, 1.0
299.0, 40024.0, 1.0
300.0, 40067.0, 1.0
301.0, 40107.0, 1.0
302.0, 40168.0, 1.0
303.0, 40230.0, 1.0
304.0, 40311.0, 1.0
305.0, 40393.0, 1.0
306.0, 40468.0, 1.0
307.0, 40502.0, 1.0
308.0, 40596.0, 1.0
309.0, 40640.0, 1.0
310.0, 40673.0, 1.0
311.0, 40779.0, 1.0
312.0, 40853.0, 1.0
313.0, 40912.0, 1.0
314.0, 40969.0, 1.0
315.0, 41036.0, 1.0
316.0, 41123.0, 1.0
317.0, 41182.0, 1.0
318.0, 41278.0, 1.0
319.0, 41347.0, 1.0
320.0, 41375.0, 1.0
321.0, 41400.0, 1.0
322.0, 41445.0, 1.0
323.0, 41466.0, 1.0
324.0, 41495.0, 1.0
325.0, 41551.0, 1.0
326.0, 41607.0, 1.0
327.0, 41629.0, 1.0
328.0, 41726.0, 1.0
329.0, 41789.0, 1.0
330.0, 41810.0, 1.0
331.0, 41902.0, 1.0
332.0, 41993.0, 1.0
333.0, 42075.0, 1.0
334.0, 42132.0, 1.0
335.0, 42170.0, 1.0
336.0, 42180.0, 1.0
337.0, 42219.0, 1.0
338.0, 42237.0, 1.0
339.0, 42301.0, 1.0
340.0, 42350.0, 1.0
341.0, 42414.0, 1.0
342.0, 42520.0, 1.0
343.0, 42598.0, 1.0
344.0, 42644.0, 1.0
345.0, 42714.0, 1.0
346.0, 42761.0, 1.0
347.0, 42821.0, 1.0
348.0, 42862.0, 1.0
349.0, 42908.0, 1.0
350.0, 42950.0, 1.0
351.0, 43010.0, 1.0
352.0, 43081.0, 1.0
353.0, 43118.0, 1.0
354.0, 43165.0, 1.0
355.0, 43245.0, 1.0
356.0, 43288.0, 1.0
357.0, 43315.0, 1.0
358.0, 43402.0, 1.0
359.0, 43459.0, 1.0
360.0, 43552.0, 1.0
361.0, 43575.0, 1.0
362.0, 43633.0, 1.0
363.0, 43669.0, 1.0
364.0, 43728.0, 1.0
365.0, 43802.0, 1.0
366.0, 43873.0, 1.0
367.0, 43905.0, 1.0
368.0, 43981.0, 1.0
369.0, 44030.0, 1.0
370.0, 44055.0, 1.0
371.0, 44130.0, 1.0
372.0, 44186.0, 1.0
373.0, 44212.0, 1.0
374.0, 44277.0, 1.0
375.0, 44326.0, 1.0
376.0, 44356.0, 1.0
377.0, 44385.0, 1.0
378.0, 44430.0, 1.0
379.0, 44496.0, 1.0
380.0, 44515.0, 1.0
381.0, 44627.0, 1.0
382.0, 44670.0, 1.0
383.0, 44695.0, 1.0
384.0, 44728.0, 1.0
385.0, 44795.0, 1.0
386.0, 44804.0, 1.0
387.0, 44837.0, 1.0
388.0, 44876.0, 1.0
389.0, 44899.0, 1.0
390.0, 44955.0, 1.0
391.0, 44995.0, 1.0
392.0, 45049.0, 1.0
393.0, 45081.0, 1.0
394.0, 45142.0, 1.0
395.0, 45207.0, 1.0
396.0, 45258.0, 1.0
397.0, 45292.0, 1.0
398.0, 45362.0, 1.0
399.0, 45394.0, 1.0
400.0, 45411.0, 1.0
401.0, 45473.0, 1.0
402.0, 45517.0, 1.0
403.0, 45568.0, 1.0
404.0, 45619.0, 1.0
405.0, 45647.0, 1.0
406.0, 45694.0, 1.0
407.0, 45747.0, 1.0
408.0, 45755.0, 1.0
409.0, 45821.0, 1.0
410.0, 45873.0, 1.0
411.0, 45910.0, 1.0
412.0, 45926.0, 1.0
413.0, 45955.0, 1.0
414.0, 45974.0, 1.0
415.0, 46018.0, 1.0
416.0, 46070.0, 1.0
417.0, 46089.0, 1.0
418.0, 46125.0, 1.0
419.0, 46151.0, 1.0
420.0, 46210.0, 1.0
421.0, 46256.0, 1.0
422.0, 46292.0, 1.0
423.0, 46311.0, 1.0
424.0, 46319.0, 1.0
425.0, 46346.0, 1.0
426.0, 46335.0, 1.0
427.0, 46371.0, 1.0
428.0, 46413.0, 1.0
429.0, 46451.0, 1.0
430.0, 46504.0, 1.0
431.0, 46507.0, 1.0
432.0, 46546.0, 1.0
433.0, 46605.0, 1.0
434.0, 46626.0, 1.0
435.0, 46641.0, 1.0
436.0, 46690.0, 1.0
437.0, 46703.0, 1.0
438.0, 46770.0, 1.0
439.0, 46819.0, 1.0
440.0, 46880.0, 1.0
441.0, 46929.0, 1.0
442.0, 46955.0, 1.0
443.0, 46988.0, 1.0
444.0, 47044.0, 1.0
445.0, 47128.0, 1.0
446.0, 47177.0, 1.0
447.0, 47204.0, 1.0
448.0, 47257.0, 1.0
449.0, 47283.0, 1.0
450.0, 47333.0, 1.0
451.0, 47313.0, 1.0
452.0, 47322.0, 1.0
453.0, 47362.0, 1.0
454.0, 47393.0, 1.0
455.0, 47428.0, 1.0
456.0, 47452.0, 1.0
457.0, 47470.0, 1.0
458.0, 47517.0, 1.0
459.0, 47536.0, 1.0
460.0, 47594.0, 1.0
461.0, 47635.0, 1.0
462.0, 47671.0, 1.0
463.0, 47715.0, 1.0
464.0, 47776.0, 1.0
465.0, 47794.0, 1.0
466.0, 47832.0, 1.0
467.0, 47879.0, 1.0
468.0, 47928.0, 1.0
469.0, 47936.0, 1.0
470.0, 47968.0, 1.0
471.0, 47989.0, 1.0
472.0, 48000.0, 1.0
473.0, 48008.0, 1.0
474.0, 48048.0, 1.0
475.0, 48103.0, 1.0
476.0, 48121.0, 1.0
477.0, 48121.0, 1.0
478.0, 48179.0, 1.0
479.0, 48220.0, 1.0
480.0, 48239.0, 1.0
481.0, 48257.0, 1.0
482.0, 48289.0, 1.0
483.0, 48266.0, 1.0
484.0, 48283.0, 1.0
485.0, 48281.0, 1.0
486.0, 48297.0, 1.0
487.0, 48314.0, 1.0
488.0, 48336.0, 1.0
489.0, 48342.0, 1.0
490.0, 48389.0, 1.0
491.0, 48390.0, 1.0
492.0, 48441.0, 1.0
493.0, 48456.0, 1.0
494.0, 48476.0, 1.0
495.0, 48527.0, 1.0
496.0, 48568.0, 1.0
497.0, 48560.0, 1.0
498.0, 48577.0, 1.0
499.0, 48611.0, 1.0
500.0, 48638.0, 1.0
501.0, 48666.0, 1.0
502.0, 48688.0, 1.0
503.0, 48700.0, 1.0
504.0, 48738.0, 1.0
505.0, 48805.0, 1.0
506.0, 48813.0, 1.0
507.0, 48834.0, 1.0
508.0, 48847.0, 1.0
509.0, 48903.0, 1.0
510.0, 48886.0, 1.0
511.0, 48919.0, 1.0
512.0, 48933.0, 1.0
513.0, 48916.0, 1.0
514.0, 48943.0, 1.0
515.0, 48998.0, 1.0
516.0, 49020.0, 1.0
517.0, 49069.0, 1.0
518.0, 49085.0, 1.0
519.0, 49152.0, 1.0
520.0, 49199.0, 1.0
521.0, 49227.0, 1.0
522.0, 49258.0, 1.0
523.0, 49288.0, 1.0
524.0, 49348.0, 1.0
525.0, 49340.0, 1.0
526.0, 49370.0, 1.0
527.0, 49400.0, 1.0
528.0, 49424.0, 1.0
529.0, 49420.0, 1.0
530.0, 49429.0, 1.0
531.0, 49462.0, 1.0
532.0, 49521.0, 1.0
533.0, 49534.0, 1.0
534.0, 49517.0, 1.0
535.0, 49572.0, 1.0
536.0, 49608.0, 1.0
537.0, 49638.0, 1.0
538.0, 49676.0, 1.0
539.0, 49708.0, 1.0
540.0, 49724.0, 1.0
541.0, 49739.0, 1.0
542.0, 49799.0, 1.0
543.0, 49847.0, 1.0
544.0, 49834.0, 1.0
545.0, 49861.0, 1.0
546.0, 49865.0, 1.0
547.0, 49899.0, 1.0
548.0, 49965.0, 1.0
549.0, 49996.0, 1.0
550.0, 50034.0, 1.0
551.0, 50033.0, 1.0
552.0, 50053.0, 1.0
553.0, 50100.0, 1.0
554.0, 50140.0, 1.0
555.0, 50139.0, 1.0
556.0, 50172.0, 1.0
557.0, 50203.0, 1.0
558.0, 50239.0, 1.0
559.0, 50269.0, 1.0
560.0, 50264.0, 1.0
561.0, 50271.0, 1.0
562.0, 50263.0, 1.0
563.0, 50282.0, 1.0
564.0, 50303.0, 1.0
565.0, 50341.0, 1.0
566.0, 50394.0, 1.0
567.0, 50466.0, 1.0
568.0, 50494.0, 1.0
569.0, 50528.0, 1.0
570.0, 50566.0, 1.0
571.0, 50592.0, 1.0
572.0, 50577.0, 1.0
573.0, 50598.0, 1.0
574.0, 50618.0, 1.0
575.0, 50628.0, 1.0
576.0, 50639.0, 1.0
577.0, 50655.0, 1.0
578.0, 50713.0, 1.0
579.0, 50741.0, 1.0
580.0, 50754.0, 1.0
581.0, 50752.0, 1.0
582.0, 50776.0, 1.0
583.0, 50778.0, 1.0
584.0, 50834.0, 1.0
585.0, 50857.0, 1.0
586.0, 50863.0, 1.0
587.0, 50875.0, 1.0
588.0, 50880.0, 1.0
589.0, 50889.0, 1.0
590.0, 50875.0, 1.0
591.0, 50903.0, 1.0
592.0, 50918.0, 1.0
593.0, 50903.0, 1.0
594.0, 50895.0, 1.0
595.0, 50903.0, 1.0
596.0, 50937.0, 1.0
597.0, 50975.0, 1.0
598.0, 51014.0, 1.0
599.0, 51062.0, 1.0
600.0, 51089.0, 1.0
601.0, 51124.0, 1.0
602.0, 51158.0, 1.0
603.0, 51191.0, 1.0
604.0, 51169.0, 1.0
605.0, 51203.0, 1.0
606.0, 51192.0, 1.0
607.0, 51162.0, 1.0
608.0, 51121.0, 1.0
609.0, 51176.0, 1.0
610.0, 51215.0, 1.0
611.0, 51198.0, 1.0
612.0, 51198.0, 1.0
613.0, 51187.0, 1.0
614.0, 51223.0, 1.0
615.0, 51231.0, 1.0
616.0, 51228.0, 1.0
617.0, 51227.0, 1.0
618.0, 51217.0, 1.0
619.0, 51202.0, 1.0
620.0, 51194.0, 1.0
621.0, 51177.0, 1.0
622.0, 51211.0, 1.0
623.0, 51267.0, 1.0
624.0, 51258.0, 1.0
625.0, 51271.0, 1.0
626.0, 51252.0, 1.0
627.0, 51261.0, 1.0
628.0, 51286.0, 1.0
629.0, 51306.0, 1.0
630.0, 51315.0, 1.0
631.0, 51344.0, 1.0
632.0, 51366.0, 1.0
633.0, 51377.0, 1.0
634.0, 51423.0, 1.0
635.0, 51470.0, 1.0
636.0, 51476.0, 1.0
637.0, 51505.0, 1.0
638.0, 51497.0, 1.0
639.0, 51501.0, 1.0
640.0, 51507.0, 1.0
641.0, 51504.0, 1.0
642.0, 51538.0, 1.0
643.0, 51595.0, 1.0
644.0, 51604.0, 1.0
645.0, 51630.0, 1.0
646.0, 51681.0, 1.0
647.0, 51712.0, 1.0
648.0, 51712.0, 1.0
649.0, 51731.0, 1.0
650.0, 51704.0, 1.0
651.0, 51702.0, 1.0
652.0, 51734.0, 1.0
653.0, 51758.0, 1.0
654.0, 51758.0, 1.0
655.0, 51755.0, 1.0
656.0, 51823.0, 1.0
657.0, 51833.0, 1.0
658.0, 51836.0, 1.0
659.0, 51864.0, 1.0
660.0, 51882.0, 1.0
661.0, 51929.0, 1.0
662.0, 51927.0, 1.0
663.0, 51934.0, 1.0
664.0, 51924.0, 1.0
665.0, 51969.0, 1.0
666.0, 52008.0, 1.0
667.0, 52040.0, 1.0
668.0, 52045.0, 1.0
669.0, 52044.0, 1.0
670.0, 52044.0, 1.0
671.0, 52072.0, 1.0
672.0, 52073.0, 1.0
673.0, 52127.0, 1.0
674.0, 52138.0, 1.0
675.0, 52148.0, 1.0
676.0, 52178.0, 1.0
677.0, 52170.0, 1.0
678.0, 52174.0, 1.0
679.0, 52180.0, 1.0
680.0, 52215.0, 1.0
681.0, 52222.0, 1.0
682.0, 52245.0, 1.0
683.0, 52298.0, 1.0
684.0, 52328.0, 1.0
685.0, 52337.0, 1.0
