time, out0, cell
0.0, 0.0, 1.0
1.0, 225.0, 1.0
2.0, 478.0, 1.0
3.0, 730.0, 1.0
4.0, 996.0, 1.0
5.0, 1221.0, 1.0
6.0, 1466.0, 1.0
7.0, 1707.0, 1.0
8.0, 1941.0, 1.0
9.0, 2185.0, 1.0
10.0, 2402.0, 1.0
11.0, 2641.0, 1.0
12.0, 2892.0, 1.0
13.0, 3124.0, 1.0
14.0, 3353.0, 1.0
15.0, 3566.0, 1.0
16.0, 3811.0, 1.0
17.0, 4074.0, 1.0
18.0, 4282.0, 1.0
19.0, 4500.0, 1.0
20.0, 4726.0, 1.0
21.0, 4947.0, 1.0
22.0, 5179.0, 1.0
23.0, 5412.0, 1.0
24.0, 5610.0, 1.0
25.0, 5835.0, 1.0
26.0, 6097.0, 1.0
27.0, 6309.0, 1.0
28.0, 6526.0, 1.0
29.0, 6745.0, 1.0
30.0, 6958.0, 1.0
31.0, 7179.0, 1.0
32.0, 7393.0, 1.0
33.0, 7603.0, 1.0
34.0, 7852.0, 1.0
35.0, 8056.0, 1.0
36.0, 8242.0, 1.0
37.0, 8474.0, 1.0
38.0, 8664.0, 1.0
39.0, 8870.0, 1.0
40.0, 9062.0, 1.0
41.0, 9272.0, 1.0
42.0, 9502.0, 1.0
43.0, 9669.0, 1.0
44.0, 9873.0, 1.0
45.0, 10081.0, 1.0
46.0, 10274.0, 1.0
47.0, 10479.0, 1.0
48.0, 10666.0, 1.0
49.0, 10864.0, 1.0
50.0, 11053.0, 1.0
51.0, 11230.0, 1.0
52.0, 11445.0, 1.0
53.0, 11636.0, 1.0
54.0, 11799.0, 1.0
55.0, 11999.0, 1.0
56.0, 12230.0, 1.0
57.0, 12400.0, 1.0
58.0, 12589.0, 1.0
59.0, 12764.0, 1.0
60.0, 12954.0, 1.0
61.0, 13126.0, 1.0
62.0, 13312.0, 1.0
63.0, 13498.0, 1.0
64.0, 13708.0, 1.0
65.0, 13903.0, 1.0
66.0, 14101.0, 1.0
67.0, 14292.0, 1.0
68.0, 14513.0, 1.0
69.0, 14687.0, 1.0
70.0, 14871.0, 1.0
71.0, 15031.0, 1.0
72.0, 15211.0, 1.0
73.0, 15404.0, 1.0
74.0, 15610.0, 1.0
75.0, 15818.0, 1.0
76.0, 15981.0, 1.0
77.0, 16168.0, 1.0
78.0, 16350.0, 1.0
79.0, 16515.0, 1.0
80.0, 16710.0, 1.0
81.0, 16902.0, 1.0
82.0, 17075.0, 1.0
83.0, 17246.0, 1.0
84.0, 17418.0, 1.0
85.0, 17603.0, 1.0
86.0, 17764.0, 1.0
87.0, 17921.0, 1.0
88.0, 18124.0, 1.0
89.0, 18303.0, 1.0
90.0, 18473.0, 1.0
91.0, 18630.0, 1.0
92.0, 18790.0, 1.0
93.0, 18937.0, 1.0
94.0, 19106.0, 1.0
95.0, 19246.0, 1.0
96.0, 19400.0, 1.0
97.0, 19549.0, 1.0
98.0, 19704.0, 1.0
99.0, 19845.0, 1.0
100.0, 19993.0, 1.0
101.0, 20148.0, 1.0
102.0, 20257.0, 1.0
103.0, 20388.0, 1.0
104.0, 20554.0, 1.0
105.0, 20696.0, 1.0
106.0, 20872.0, 1.0
107.0, 21067.0, 1.0
108.0, 21241.0, 1.0
109.0, 21389.0, 1.0
110.0, 21534.0, 1.0
111.0, 21727.0, 1.0
112.0, 21877.0, 1.0
113.0, 22034.0, 1.0
114.0, 22180.0, 1.0
115.0, 22311.0, 1.0
116.0, 22479.0, 1.0
117.0, 22595.0, 1.0
118.0, 22744.0, 1.0
119.0, 22903.0, 1.0
120.0, 23033.0, 1.0
121.0, 23145.0, 1.0
122.0, 23279.0, 1.0
123.0, 23422.0, 1.0
124.0, 23554.0, 1.0
125.0, 23689.0, 1.0
126.0, 23838.0, 1.0
127.0, 23938.0, 1.0
128.0, 24035.0, 1.0
129.0, 24177.0, 1.0
130.0, 24269.0, 1.0
131.0, 24413.0, 1.0
132.0, 24539.0, 1.0
133.0, 24673.0, 1.0
134.0, 24804.0, 1.0
135.0, 24926.0, 1.0
136.0, 25058.0, 1.0
137.0, 25201.0, 1.0
138.0, 25331.0, 1.0
139.0, 25478.0, 1.0
140.0, 25615.0, 1.0
141.0, 25783.0, 1.0
142.0, 25902.0, 1.0
143.0, 25999.0, 1.0
144.0, 26135.0, 1.0
145.0, 26248.0, 1.0
146.0, 26398.0, 1.0
147.0, 26519.0, 1.0
148.0, 26703.0, 1.0
149.0, 26826.0, 1.0
150.0, 26934.0, 1.0
151.0, 27064.0, 1.0
152.0, 27214.0, 1.0
153.0, 27314.0, 1.0
154.0, 27464.0, 1.0
155.0, 27584.0, 1.0
156.0, 27729.0, 1.0
157.0, 27825.0, 1.0
158.0, 27982.0, 1.0
159.0, 28140.0, 1.0
160.0, 28254.0, 1.0
161.0, 28366.0, 1.0
162.0, 28490.0, 1.0
163.0, 28598.0, 1.0
164.0, 28741.0, 1.0
165.0, 28874.0, 1.0
166.0, 28968.0, 1.0
167.0, 29119.0, 1.0
168.0, 29238.0, 1.0
169.0, 29352.0, 1.0
170.0, 29464.0, 1.0
171.0, 29569.0, 1.0
172.0, 29684.0, 1.0
173.0, 29797.0, 1.0
174.0, 29872.0, 1.0
175.0, 30013.0, 1.0
176.0, 30131.0, 1.0
177.0, 30263.0, 1.0
178.0, 30355.0, 1.0
179.0, 30468.0, 1.0
180.0, 30560.0, 1.0
181.0, 30656.0, 1.0
182.0, 30783.0, 1.0
183.0, 30907.0, 1.0
184.0, 30989.0, 1.0
185.0, 31147.0, 1.0
186.0, 31273.0, 1.0
