time, out0, cell
0.0, 0.0, 1.0
1.0, 247.0, 1.0
2.0, 509.0, 1.0
3.0, 742.0, 1.0
4.0, 966.0, 1.0
5.0, 1205.0, 1.0
6.0, 1454.0, 1.0
7.0, 1692.0, 1.0
8.0, 1896.0, 1.0
9.0, 2102.0, 1.0
10.0, 2320.0, 1.0
11.0, 2574.0, 1.0
12.0, 2824.0, 1.0
13.0, 3044.0, 1.0
14.0, 3276.0, 1.0
15.0, 3509.0, 1.0
16.0, 3746.0, 1.0
17.0, 3968.0, 1.0
18.0, 4192.0, 1.0
19.0, 4428.0, 1.0
20.0, 4628.0, 1.0
21.0, 4865.0, 1.0
22.0, 5089.0, 1.0
23.0, 5283.0, 1.0
24.0, 5499.0, 1.0
25.0, 5721.0, 1.0
26.0, 5915.0, 1.0
27.0, 6149.0, 1.0
28.0, 6356.0, 1.0
29.0, 6551.0, 1.0
30.0, 6784.0, 1.0
31.0, 6981.0, 1.0
32.0, 7166.0, 1.0
33.0, 7384.0, 1.0
34.0, 7625.0, 1.0
35.0, 7818.0, 1.0
36.0, 8023.0, 1.0
37.0, 8214.0, 1.0
38.0, 8416.0, 1.0
39.0, 8640.0, 1.0
40.0, 8848.0, 1.0
41.0, 9082.0, 1.0
42.0, 9297.0, 1.0
43.0, 9500.0, 1.0
44.0, 9701.0, 1.0
45.0, 9863.0, 1.0
46.0, 10071.0, 1.0
47.0, 10277.0, 1.0
48.0, 10471.0, 1.0
49.0, 10682.0, 1.0
50.0, 10887.0, 1.0
51.0, 11087.0, 1.0
52.0, 11268.0, 1.0
53.0, 11460.0, 1.0
54.0, 11672.0, 1.0
55.0, 11858.0, 1.0
56.0, 12067.0, 1.0
57.0, 12253.0, 1.0
58.0, 12427.0, 1.0
59.0, 12596.0, 1.0
60.0, 12735.0, 1.0
61.0, 12933.0, 1.0
62.0, 13125.0, 1.0
63.0, 13332.0, 1.0
64.0, 13509.0, 1.0
65.0, 13689.0, 1.0
66.0, 13870.0, 1.0
67.0, 14054.0, 1.0
68.0, 14247.0, 1.0
69.0, 14435.0, 1.0
70.0, 14629.0, 1.0
71.0, 14812.0, 1.0
72.0, 15017.0, 1.0
73.0, 15176.0, 1.0
74.0, 15364.0, 1.0
75.0, 15521.0, 1.0
76.0, 15689.0, 1.0
77.0, 15850.0, 1.0
78.0, 16014.0, 1.0
79.0, 16172.0, 1.0
80.0, 16345.0, 1.0
81.0, 16508.0, 1.0
82.0, 16693.0, 1.0
83.0, 16899.0, 1.0
84.0, 17064.0, 1.0
85.0, 17274.0, 1.0
86.0, 17438.0, 1.0
87.0, 17630.0, 1.0
88.0, 17798.0, 1.0
89.0, 17982.0, 1.0
90.0, 18179.0, 1.0
91.0, 18334.0, 1.0
92.0, 18494.0, 1.0
93.0, 18645.0, 1.0
94.0, 18808.0, 1.0
95.0, 18945.0, 1.0
96.0, 19089.0, 1.0
97.0, 19235.0, 1.0
98.0, 19403.0, 1.0
99.0, 19553.0, 1.0
100.0, 19722.0, 1.0
101.0, 19908.0, 1.0
102.0, 20096.0, 1.0
103.0, 20268.0, 1.0
104.0, 20419.0, 1.0
105.0, 20565.0, 1.0
106.0, 20691.0, 1.0
107.0, 20843.0, 1.0
108.0, 21008.0, 1.0
109.0, 21184.0, 1.0
110.0, 21305.0, 1.0
111.0, 21434.0, 1.0
112.0, 21591.0, 1.0
113.0, 21757.0, 1.0
114.0, 21894.0, 1.0
115.0, 22059.0, 1.0
116.0, 22201.0, 1.0
