time, out0, cell
0.0, 0.0, 1.0
1.0, 273.0, 1.0
2.0, 515.0, 1.0
3.0, 744.0, 1.0
4.0, 1013.0, 1.0
5.0, 1243.0, 1.0
6.0, 1495.0, 1.0
7.0, 1734.0, 1.0
8.0, 1982.0, 1.0
9.0, 2210.0, 1.0
10.0, 2427.0, 1.0
11.0, 2666.0, 1.0
12.0, 2902.0, 1.0
13.0, 3161.0, 1.0
14.0, 3407.0, 1.0
15.0, 3627.0, 1.0
16.0, 3848.0, 1.0
17.0, 4093.0, 1.0
18.0, 4309.0, 1.0
19.0, 4519.0, 1.0
20.0, 4756.0, 1.0
21.0, 4982.0, 1.0
22.0, 5215.0, 1.0
23.0, 5434.0, 1.0
24.0, 5619.0, 1.0
25.0, 5821.0, 1.0
26.0, 6033.0, 1.0
27.0, 6227.0, 1.0
28.0, 6452.0, 1.0
29.0, 6639.0, 1.0
30.0, 6813.0, 1.0
31.0, 7023.0, 1.0
32.0, 7286.0, 1.0
33.0, 7502.0, 1.0
34.0, 7741.0, 1.0
35.0, 7954.0, 1.0
36.0, 8184.0, 1.0
37.0, 8378.0, 1.0
38.0, 8581.0, 1.0
39.0, 8821.0, 1.0
40.0, 9036.0, 1.0
41.0, 9216.0, 1.0
42.0, 9411.0, 1.0
43.0, 9616.0, 1.0
44.0, 9819.0, 1.0
45.0, 10035.0, 1.0
46.0, 10283.0, 1.0
47.0, 10501.0, 1.0
48.0, 10712.0, 1.0
49.0, 10898.0, 1.0
50.0, 11111.0, 1.0
51.0, 11318.0, 1.0
52.0, 11469.0, 1.0
53.0, 11668.0, 1.0
54.0, 11858.0, 1.0
55.0, 12030.0, 1.0
56.0, 12239.0, 1.0
57.0, 12420.0, 1.0
58.0, 12599.0, 1.0
59.0, 12797.0, 1.0
60.0, 12998.0, 1.0
61.0, 13177.0, 1.0
62.0, 13391.0, 1.0
63.0, 13581.0, 1.0
64.0, 13776.0, 1.0
65.0, 13954.0, 1.0
66.0, 14125.0, 1.0
67.0, 14310.0, 1.0
68.0, 14475.0, 1.0
69.0, 14647.0, 1.0
70.0, 14822.0, 1.0
71.0, 15039.0, 1.0
72.0, 15213.0, 1.0
73.0, 15367.0, 1.0
74.0, 15533.0, 1.0
75.0, 15708.0, 1.0
76.0, 15906.0, 1.0
77.0, 16070.0, 1.0
78.0, 16245.0, 1.0
79.0, 16406.0, 1.0
80.0, 16606.0, 1.0
81.0, 16795.0, 1.0
82.0, 16957.0, 1.0
83.0, 17148.0, 1.0
84.0, 17352.0, 1.0
85.0, 17529.0, 1.0
86.0, 17709.0, 1.0
87.0, 17855.0, 1.0
88.0, 17986.0, 1.0
89.0, 18148.0, 1.0
90.0, 18290.0, 1.0
91.0, 18472.0, 1.0
92.0, 18639.0, 1.0
93.0, 18830.0, 1.0
94.0, 18988.0, 1.0
95.0, 19140.0, 1.0
96.0, 19281.0, 1.0
97.0, 19443.0, 1.0
98.0, 19600.0, 1.0
99.0, 19763.0, 1.0
100.0, 19897.0, 1.0
101.0, 20066.0, 1.0
102.0, 20208.0, 1.0
103.0, 20344.0, 1.0
104.0, 20545.0, 1.0
105.0, 20703.0, 1.0
106.0, 20857.0, 1.0
107.0, 21010.0, 1.0
108.0, 21115.0, 1.0
109.0, 21258.0, 1.0
110.0, 21421.0, 1.0
111.0, 21604.0, 1.0
112.0, 21726.0, 1.0
113.0, 21849.0, 1.0
114.0, 21969.0, 1.0
115.0, 22087.0, 1.0
116.0, 22225.0, 1.0
117.0, 22376.0, 1.0
118.0, 22569.0, 1.0
119.0, 22701.0, 1.0
120.0, 22841.0, 1.0
121.0, 22975.0, 1.0
122.0, 23105.0, 1.0
123.0, 23243.0, 1.0
124.0, 23390.0, 1.0
125.0, 23528.0, 1.0
126.0, 23685.0, 1.0
127.0, 23856.0, 1.0
128.0, 23993.0, 1.0
129.0, 24102.0, 1.0
130.0, 24216.0, 1.0
131.0, 24370.0, 1.0
132.0, 24513.0, 1.0
133.0, 24648.0, 1.0
134.0, 24775.0, 1.0
135.0, 24920.0, 1.0
136.0, 25062.0, 1.0
137.0, 25181.0, 1.0
138.0, 25318.0, 1.0
139.0, 25451.0, 1.0
140.0, 25535.0, 1.0
141.0, 25677.0, 1.0
142.0, 25809.0, 1.0
143.0, 25949.0, 1.0
144.0, 26074.0, 1.0
145.0, 26170.0, 1.0
146.0, 26272.0, 1.0
147.0, 26402.0, 1.0
148.0, 26536.0, 1.0
149.0, 26651.0, 1.0
150.0, 26763.0, 1.0
151.0, 26872.0, 1.0
152.0, 27000.0, 1.0
