time, out0, cell
0.0, 0.0, 1.0
1.0, 83.0, 1.0
2.0, 149.0, 1.0
3.0, 215.0, 1.0
4.0, 290.0, 1.0
5.0, 356.0, 1.0
6.0, 411.0, 1.0
7.0, 484.0, 1.0
8.0, 538.0, 1.0
9.0, 609.0, 1.0
10.0, 678.0, 1.0
11.0, 740.0, 1.0
12.0, 789.0, 1.0
13.0, 854.0, 1.0
14.0, 916.0, 1.0
15.0, 989.0, 1.0
16.0, 1048.0, 1.0
17.0, 1118.0, 1.0
18.0, 1179.0, 1.0
19.0, 1248.0, 1.0
20.0, 1313.0, 1.0
21.0, 1382.0, 1.0
22.0, 1436.0, 1.0
23.0, 1501.0, 1.0
24.0, 1570.0, 1.0
25.0, 1633.0, 1.0
26.0, 1689.0, 1.0
27.0, 1751.0, 1.0
28.0, 1795.0, 1.0
29.0, 1850.0, 1.0
30.0, 1923.0, 1.0
31.0, 1987.0, 1.0
32.0, 2056.0, 1.0
33.0, 2123.0, 1.0
34.0, 2180.0, 1.0
35.0, 2236.0, 1.0
36.0, 2303.0, 1.0
37.0, 2357.0, 1.0
38.0, 2425.0, 1.0
39.0, 2485.0, 1.0
40.0, 2540.0, 1.0
41.0, 2599.0, 1.0
42.0, 2653.0, 1.0
43.0, 2714.0, 1.0
44.0, 2765.0, 1.0
45.0, 2825.0, 1.0
46.0, 2883.0, 1.0
47.0, 2936.0, 1.0
48.0, 2984.0, 1.0
49.0, 3047.0, 1.0
50.0, 3112.0, 1.0
51.0, 3164.0, 1.0
52.0, 3210.0, 1.0
53.0, 3266.0, 1.0
54.0, 3314.0, 1.0
55.0, 3379.0, 1.0
56.0, 3440.0, 1.0
57.0, 3485.0, 1.0
58.0, 3548.0, 1.0
59.0, 3614.0, 1.0
60.0, 3658.0, 1.0
61.0, 3694.0, 1.0
62.0, 3753.0, 1.0
63.0, 3816.0, 1.0
64.0, 3872.0, 1.0
65.0, 3915.0, 1.0
66.0, 3973.0, 1.0
67.0, 4030.0, 1.0
68.0, 4081.0, 1.0
69.0, 4128.0, 1.0
70.0, 4188.0, 1.0
71.0, 4255.0, 1.0
72.0, 4305.0, 1.0
73.0, 4361.0, 1.0
74.0, 4416.0, 1.0
75.0, 4460.0, 1.0
76.0, 4515.0, 1.0
77.0, 4565.0, 1.0
78.0, 4631.0, 1.0
79.0, 4660.0, 1.0
80.0, 4699.0, 1.0
81.0, 4748.0, 1.0
82.0, 4802.0, 1.0
83.0, 4855.0, 1.0
84.0, 4920.0, 1.0
85.0, 4974.0, 1.0
86.0, 5010.0, 1.0
87.0, 5043.0, 1.0
88.0, 5099.0, 1.0
89.0, 5154.0, 1.0
90.0, 5206.0, 1.0
91.0, 5272.0, 1.0
92.0, 5321.0, 1.0
93.0, 5364.0, 1.0
94.0, 5418.0, 1.0
95.0, 5471.0, 1.0
96.0, 5508.0, 1.0
97.0, 5549.0, 1.0
98.0, 5586.0, 1.0
99.0, 5628.0, 1.0
100.0, 5669.0, 1.0
101.0, 5709.0, 1.0
102.0, 5742.0, 1.0
103.0, 5777.0, 1.0
104.0, 5815.0, 1.0
105.0, 5850.0, 1.0
106.0, 5906.0, 1.0
107.0, 5947.0, 1.0
