time, out0, cell
0.0, 0.0, 1.0
1.0, 71.0, 1.0
2.0, 149.0, 1.0
3.0, 208.0, 1.0
4.0, 280.0, 1.0
5.0, 346.0, 1.0
6.0, 409.0, 1.0
7.0, 476.0, 1.0
8.0, 539.0, 1.0
9.0, 615.0, 1.0
10.0, 674.0, 1.0
11.0, 745.0, 1.0
12.0, 806.0, 1.0
13.0, 864.0, 1.0
14.0, 939.0, 1.0
15.0, 998.0, 1.0
16.0, 1049.0, 1.0
17.0, 1107.0, 1.0
18.0, 1170.0, 1.0
19.0, 1240.0, 1.0
20.0, 1300.0, 1.0
21.0, 1357.0, 1.0
22.0, 1411.0, 1.0
23.0, 1463.0, 1.0
24.0, 1536.0, 1.0
25.0, 1606.0, 1.0
26.0, 1678.0, 1.0
27.0, 1740.0, 1.0
28.0, 1809.0, 1.0
29.0, 1863.0, 1.0
30.0, 1919.0, 1.0
31.0, 1988.0, 1.0
32.0, 2053.0, 1.0
33.0, 2116.0, 1.0
34.0, 2172.0, 1.0
35.0, 2250.0, 1.0
36.0, 2303.0, 1.0
37.0, 2364.0, 1.0
38.0, 2427.0, 1.0
39.0, 2490.0, 1.0
40.0, 2556.0, 1.0
41.0, 2617.0, 1.0
42.0, 2659.0, 1.0
43.0, 2714.0, 1.0
44.0, 2787.0, 1.0
45.0, 2838.0, 1.0
46.0, 2919.0, 1.0
47.0, 2964.0, 1.0
48.0, 3047.0, 1.0
49.0, 3100.0, 1.0
50.0, 3159.0, 1.0
51.0, 3216.0, 1.0
52.0, 3274.0, 1.0
53.0, 3334.0, 1.0
54.0, 3403.0, 1.0
55.0, 3449.0, 1.0
56.0, 3495.0, 1.0
57.0, 3528.0, 1.0
58.0, 3574.0, 1.0
59.0, 3632.0, 1.0
60.0, 3680.0, 1.0
61.0, 3747.0, 1.0
62.0, 3797.0, 1.0
63.0, 3846.0, 1.0
64.0, 3919.0, 1.0
65.0, 3955.0, 1.0
66.0, 4025.0, 1.0
67.0, 4071.0, 1.0
68.0, 4132.0, 1.0
69.0, 4187.0, 1.0
70.0, 4240.0, 1.0
71.0, 4269.0, 1.0
72.0, 4298.0, 1.0
73.0, 4331.0, 1.0
74.0, 4373.0, 1.0
75.0, 4406.0, 1.0
76.0, 4461.0, 1.0
77.0, 4505.0, 1.0
78.0, 4552.0, 1.0
79.0, 4623.0, 1.0
80.0, 4672.0, 1.0
81.0, 4723.0, 1.0
82.0, 4765.0, 1.0
83.0, 4824.0, 1.0
