time, out0, cell
0.0, 0.0, 1.0
1.0, 83.0, 1.0
2.0, 146.0, 1.0
3.0, 219.0, 1.0
4.0, 293.0, 1.0
5.0, 351.0, 1.0
6.0, 423.0, 1.0
7.0, 481.0, 1.0
8.0, 544.0, 1.0
9.0, 606.0, 1.0
10.0, 673.0, 1.0
11.0, 718.0, 1.0
12.0, 795.0, 1.0
13.0, 854.0, 1.0
14.0, 918.0, 1.0
15.0, 972.0, 1.0
16.0, 1045.0, 1.0
17.0, 1105.0, 1.0
18.0, 1173.0, 1.0
19.0, 1239.0, 1.0
20.0, 1315.0, 1.0
21.0, 1373.0, 1.0
22.0, 1457.0, 1.0
23.0, 1537.0, 1.0
24.0, 1590.0, 1.0
25.0, 1661.0, 1.0
26.0, 1726.0, 1.0
27.0, 1793.0, 1.0
28.0, 1856.0, 1.0
29.0, 1917.0, 1.0
30.0, 1977.0, 1.0
31.0, 2045.0, 1.0
32.0, 2108.0, 1.0
33.0, 2173.0, 1.0
34.0, 2235.0, 1.0
35.0, 2305.0, 1.0
36.0, 2364.0, 1.0
37.0, 2420.0, 1.0
38.0, 2471.0, 1.0
39.0, 2526.0, 1.0
40.0, 2580.0, 1.0
41.0, 2638.0, 1.0
42.0, 2693.0, 1.0
43.0, 2750.0, 1.0
44.0, 2801.0, 1.0
45.0, 2864.0, 1.0
46.0, 2910.0, 1.0
47.0, 2965.0, 1.0
48.0, 3025.0, 1.0
49.0, 3071.0, 1.0
50.0, 3132.0, 1.0
51.0, 3194.0, 1.0
52.0, 3249.0, 1.0
53.0, 3295.0, 1.0
54.0, 3351.0, 1.0
55.0, 3401.0, 1.0
56.0, 3455.0, 1.0
57.0, 3506.0, 1.0
58.0, 3563.0, 1.0
59.0, 3614.0, 1.0
60.0, 3663.0, 1.0
61.0, 3708.0, 1.0
62.0, 3751.0, 1.0
63.0, 3808.0, 1.0
64.0, 3859.0, 1.0
65.0, 3915.0, 1.0
66.0, 3965.0, 1.0
67.0, 4005.0, 1.0
68.0, 4048.0, 1.0
69.0, 4113.0, 1.0
70.0, 4160.0, 1.0
71.0, 4221.0, 1.0
72.0, 4265.0, 1.0
73.0, 4306.0, 1.0
74.0, 4344.0, 1.0
75.0, 4401.0, 1.0
76.0, 4448.0, 1.0
77.0, 4511.0, 1.0
78.0, 4554.0, 1.0
79.0, 4605.0, 1.0
80.0, 4650.0, 1.0
81.0, 4697.0, 1.0
82.0, 4755.0, 1.0
83.0, 4793.0, 1.0
84.0, 4849.0, 1.0
85.0, 4898.0, 1.0
86.0, 4938.0, 1.0
87.0, 4999.0, 1.0
88.0, 5048.0, 1.0
89.0, 5079.0, 1.0
90.0, 5127.0, 1.0
91.0, 5174.0, 1.0
92.0, 5236.0, 1.0
93.0, 5281.0, 1.0
94.0, 5312.0, 1.0
95.0, 5341.0, 1.0
96.0, 5373.0, 1.0
97.0, 5423.0, 1.0
98.0, 5469.0, 1.0
99.0, 5504.0, 1.0
100.0, 5553.0, 1.0
101.0, 5596.0, 1.0
102.0, 5647.0, 1.0
103.0, 5681.0, 1.0
104.0, 5733.0, 1.0
105.0, 5781.0, 1.0
106.0, 5816.0, 1.0
107.0, 5860.0, 1.0
